house_id,seller_id,agent_id,address,city,neighborhood,zip_code,latitude,longitude,property_type,bedrooms,bathrooms,garage_spaces,stories,square_feet,lot_size,construction_year,school_district,listing_price,estimated_market_value,price_per_sq_ft,listing_date,days_on_market,hoa_fee,status
604,136,25,761 Scott Forks Suite 547,Issaquah,Talus,21223,47.537284,-122.019145,CONDO,4,2.5,2,1,805,6609,1992,Issaquah School District,345000.0,359000.0,428.57,2025-08-29,54,259,ACTIVE
605,137,15,65031 Christopher Square,Seattle,Greenwood,72960,47.611162,-122.324002,SINGLE_FAMILY,3,2.0,1,1,2416,7832,1983,Seattle Public Schools,1376000.0,1423000.0,569.54,2025-07-17,23,0,SOLD
606,139,12,472 Thomas Mews,Seattle,Ballard,37006,47.601024,-122.33764,SINGLE_FAMILY,2,1.5,1,2,1907,2837,2018,Seattle Public Schools,1152000.0,1224000.0,604.09,2026-05-12,59,0,SOLD
607,32,27,64281 Monica River,Sammamish,Pine Lake,07335,47.602063,-122.024574,SINGLE_FAMILY,4,1.5,3,1,2689,5160,1995,Lake Washington School District,1572000.0,1677000.0,584.6,2026-01-23,61,0,SOLD
608,149,24,8762 Andre Flat,Bellevue,Downtown,79489,47.599986,-122.210211,SINGLE_FAMILY,5,3.5,2,3,3358,4095,2025,Bellevue School District,3067000.0,3006000.0,913.34,2026-03-15,58,0,ACTIVE
609,5,1,42817 Cummings Drives,Seattle,Queen Anne,70448,47.615302,-122.335091,CONDO,4,2.0,2,2,1169,8352,1996,Seattle Public Schools,502000.0,515000.0,429.43,2026-06-03,13,472,SOLD
610,5,9,52480 Phillip Expressway,Mercer Island,Luther Burbank,06837,47.575121,-122.227402,TOWNHOUSE,2,1.5,1,3,1534,1575,1960,Mercer Island School District,1125000.0,1192000.0,733.38,2025-12-16,21,515,SOLD
611,76,12,95947 Spencer Station,Seattle,Magnolia,14902,47.603646,-122.342376,TOWNHOUSE,2,3.0,1,3,2080,8130,1954,Seattle Public Schools,879000.0,930000.0,422.6,2026-03-15,90,342,SOLD
612,68,20,901 Taylor Heights,Bellevue,Somerset,60895,47.595954,-122.215725,CONDO,1,2.5,0,3,816,8643,1953,Bellevue School District,437000.0,439000.0,535.54,2026-01-07,23,458,SOLD
613,58,3,688 Oneal Mountain Suite 996,Seattle,Queen Anne,99018,47.620846,-122.343728,SINGLE_FAMILY,3,2.5,3,1,4251,8519,2017,Seattle Public Schools,2458000.0,2411000.0,578.22,2025-09-28,82,0,ACTIVE
614,139,12,87203 Carol Land Suite 196,Bothell,Downtown,50645,47.765153,-122.217508,SINGLE_FAMILY,3,4.0,1,1,3750,3296,2010,Northshore School District,2153000.0,2149000.0,574.13,2025-11-12,70,0,ACTIVE
615,27,8,57303 Hampton Terrace Apt. 792,Seattle,Capitol Hill,85576,47.59872,-122.325199,CONDO,3,3.5,3,3,880,6339,1960,Seattle Public Schools,359000.0,377000.0,407.95,2026-04-13,71,514,ACTIVE
616,9,24,20374 Ross Station Suite 537,Kirkland,Totem Lake,17594,47.680856,-122.197174,CONDO,5,1.0,1,3,784,1779,1991,Lake Washington School District,419000.0,437000.0,534.44,2025-11-27,35,332,PENDING
617,148,13,21450 Marshall Lights,Bellevue,Bridle Trails,86147,47.624881,-122.202904,SINGLE_FAMILY,3,2.5,0,3,3769,3788,2011,Bellevue School District,3143000.0,3114000.0,833.91,2026-05-12,88,0,SOLD
618,141,15,458 Williams Ways,Renton,Fairwood,63344,47.470795,-122.206414,CONDO,4,2.0,0,2,995,4994,1973,Renton School District,319000.0,338000.0,320.6,2025-07-23,87,263,PENDING
619,33,28,48201 Julie Points Suite 008,Sammamish,Pine Lake,29165,47.610511,-122.037515,SINGLE_FAMILY,5,1.0,1,2,2730,8217,2008,Lake Washington School District,1881000.0,1849000.0,689.01,2026-02-13,70,0,SOLD
620,39,19,76597 Howell Haven Suite 089,Seattle,Magnolia,16661,47.606951,-122.323092,CONDO,3,1.5,1,2,877,2800,1952,Seattle Public Schools,338000.0,356000.0,385.4,2026-05-16,17,598,PENDING
621,109,28,8089 Yolanda Drives Suite 574,Seattle,Capitol Hill,19369,47.599553,-122.318328,TOWNHOUSE,5,2.0,3,3,1933,4950,1978,Seattle Public Schools,884000.0,931000.0,457.32,2025-08-19,65,489,ACTIVE
622,54,30,96463 Bradley Bridge,Bellevue,Downtown,17925,47.596877,-122.204189,TOWNHOUSE,2,4.0,1,1,1607,4705,1950,Bellevue School District,916000.0,960000.0,570.01,2025-09-07,25,580,SOLD
623,103,4,2689 Mooney Fords,Bellevue,West Bellevue,00575,47.601275,-122.212228,SINGLE_FAMILY,3,2.0,0,3,2818,2460,1994,Bellevue School District,1997000.0,2149000.0,708.66,2026-06-24,71,0,ACTIVE
624,139,24,47137 Sandy Park,Bellevue,Bridle Trails,15474,47.59971,-122.190093,SINGLE_FAMILY,4,3.5,2,2,4374,1835,2010,Bellevue School District,3427000.0,3489000.0,783.49,2025-07-28,53,0,SOLD
625,125,25,9574 Welch Islands Apt. 984,Bothell,North Creek,78338,47.751839,-122.217308,SINGLE_FAMILY,5,3.0,2,1,4367,8621,2009,Northshore School District,2393000.0,2366000.0,547.97,2026-04-08,90,0,SOLD
626,71,29,06745 Porter Stream,Redmond,Overlake,53547,47.678108,-122.126635,TOWNHOUSE,4,2.0,2,1,1742,1605,2003,Lake Washington School District,1032000.0,1013000.0,592.42,2025-07-17,17,615,SOLD
627,125,18,1283 Nicole Gateway Suite 218,Bothell,Downtown,66802,47.770222,-122.209125,SINGLE_FAMILY,3,3.5,3,1,3827,6428,1978,Northshore School District,1812000.0,1890000.0,473.48,2025-11-08,18,0,ACTIVE
628,149,22,9541 Francisco Orchard Apt. 506,Kirkland,Rose Hill,53706,47.689014,-122.208345,TOWNHOUSE,3,3.5,0,2,1400,6800,2023,Lake Washington School District,960000.0,1033000.0,685.71,2026-04-21,61,686,ACTIVE
629,7,7,7055 Kyle Oval,Redmond,Bear Creek,64970,47.664322,-122.117584,CONDO,3,2.0,3,1,688,7472,2001,Lake Washington School District,396000.0,411000.0,575.58,2026-06-01,63,684,SOLD
630,13,11,366 Justin Ridge Apt. 529,Issaquah,Squak Mountain,43380,47.536073,-122.028556,SINGLE_FAMILY,4,1.5,1,3,3209,7814,1995,Issaquah School District,1920000.0,1915000.0,598.32,2026-01-31,75,0,ACTIVE
631,23,11,11028 Vasquez Course,Kirkland,Totem Lake,91908,47.680392,-122.198804,TOWNHOUSE,4,1.5,2,2,2071,2329,1994,Lake Washington School District,1273000.0,1259000.0,614.68,2026-02-19,16,577,PENDING
632,125,12,72024 Shelton Views,Bellevue,Somerset,92249,47.619277,-122.189627,TOWNHOUSE,4,1.5,2,1,1954,2413,1973,Bellevue School District,1192000.0,1183000.0,610.03,2025-11-06,29,547,SOLD
633,20,7,24510 Vanessa Ridges,Bellevue,Downtown,00528,47.597816,-122.198561,SINGLE_FAMILY,4,2.5,2,1,4430,7364,2021,Bellevue School District,3843000.0,3964000.0,867.49,2026-04-24,48,0,ACTIVE
634,76,20,67149 Gilbert Pine,Redmond,Bear Creek,09896,47.688022,-122.126785,SINGLE_FAMILY,2,4.0,0,1,3377,5989,1963,Lake Washington School District,2117000.0,2225000.0,626.89,2026-04-27,24,0,SOLD
635,58,15,17942 Tyler Fork Suite 065,Kirkland,Rose Hill,87665,47.686246,-122.216639,SINGLE_FAMILY,3,1.0,3,2,3825,4895,1978,Lake Washington School District,2511000.0,2707000.0,656.47,2025-08-27,76,0,ACTIVE
636,100,24,5844 Butler Freeway Suite 533,Redmond,Overlake,60962,47.680102,-122.107043,SINGLE_FAMILY,4,2.0,3,2,3488,4486,1973,Lake Washington School District,2187000.0,2261000.0,627.01,2025-08-22,35,0,SOLD
637,138,19,10912 Whitney Crossroad,Bellevue,West Bellevue,20073,47.597999,-122.188976,SINGLE_FAMILY,5,3.5,3,3,2350,4068,1991,Bellevue School District,1803000.0,1945000.0,767.23,2026-03-19,18,0,ACTIVE
638,58,15,5937 Ortiz Row Suite 370,Bothell,North Creek,48238,47.762328,-122.218804,TOWNHOUSE,3,2.5,3,1,2037,2903,1994,Northshore School District,919000.0,957000.0,451.15,2025-08-24,7,536,PENDING
639,17,24,1004 Lopez Parks,Bellevue,Somerset,61253,47.612193,-122.188079,TOWNHOUSE,4,3.5,3,2,1655,7268,2011,Bellevue School District,1201000.0,1185000.0,725.68,2026-02-23,22,452,SOLD
640,105,5,572 Mcgee Station Suite 592,Seattle,Magnolia,01476,47.620605,-122.329494,SINGLE_FAMILY,4,3.0,0,3,4005,7680,1988,Seattle Public Schools,2166000.0,2237000.0,540.82,2026-05-11,50,0,SOLD
641,64,20,6175 Bobby Dam,Kirkland,Juanita,31961,47.686972,-122.220115,TOWNHOUSE,5,3.5,0,2,1372,2229,1958,Lake Washington School District,760000.0,798000.0,553.94,2026-01-01,17,456,SOLD
642,47,4,3260 Crystal Station Suite 955,Kirkland,Totem Lake,00859,47.672555,-122.199782,CONDO,4,2.5,0,1,1046,3634,2002,Lake Washington School District,605000.0,618000.0,578.39,2025-08-06,56,352,SOLD
643,6,29,25848 Preston Ramp,Seattle,Magnolia,80777,47.593027,-122.330386,CONDO,4,1.0,1,1,1298,5834,1960,Seattle Public Schools,508000.0,535000.0,391.37,2026-06-01,6,252,PENDING
644,128,6,0798 Ryan Throughway,Bellevue,West Bellevue,60327,47.624373,-122.213591,SINGLE_FAMILY,4,1.5,2,3,4126,2949,2022,Bellevue School District,3608000.0,3527000.0,874.45,2025-07-15,61,0,ACTIVE
645,10,30,69176 Sloan Rest Apt. 593,Renton,Fairwood,59387,47.494547,-122.208291,CONDO,2,2.0,2,1,831,4359,2014,Renton School District,310000.0,329000.0,373.04,2025-10-03,28,552,ACTIVE
646,117,30,94640 Billy View,Redmond,Bear Creek,59385,47.675339,-122.124835,CONDO,3,1.0,0,2,1159,3517,1974,Lake Washington School District,555000.0,599000.0,478.86,2025-09-23,51,322,SOLD
647,123,26,0148 Smith Ways,Seattle,Greenwood,96544,47.612429,-122.321928,CONDO,2,3.0,0,3,842,6864,2001,Seattle Public Schools,376000.0,367000.0,446.56,2026-04-14,46,519,WITHDRAWN
648,35,15,079 Amanda Plaza Suite 136,Redmond,Education Hill,74000,47.667689,-122.11771,TOWNHOUSE,3,2.5,0,2,1834,1695,2000,Lake Washington School District,1166000.0,1214000.0,635.77,2026-03-20,67,303,ACTIVE
649,15,17,306 Mark Gardens,Bellevue,Downtown,63397,47.600742,-122.213824,SINGLE_FAMILY,4,3.5,1,3,3392,4069,1989,Bellevue School District,2512000.0,2654000.0,740.57,2025-07-06,11,0,ACTIVE
650,112,24,424 Perry Meadow,Redmond,Bear Creek,27251,47.67462,-122.131151,SINGLE_FAMILY,3,3.5,0,1,3040,2308,1999,Lake Washington School District,1932000.0,2079000.0,635.53,2026-03-21,63,0,ACTIVE
651,4,2,44881 Tonya Well Apt. 031,Mercer Island,East Seattle,99912,47.561881,-122.216418,CONDO,5,1.0,1,3,1379,8165,1990,Mercer Island School District,929000.0,922000.0,673.68,2026-06-07,47,340,ACTIVE
652,67,29,75188 Dixon Orchard,Sammamish,Pine Lake,88056,47.621712,-122.029295,CONDO,5,2.0,1,3,1030,7534,2001,Lake Washington School District,513000.0,506000.0,498.06,2026-02-07,39,459,ACTIVE
653,125,9,1526 Amy Glen,Renton,Fairwood,95569,47.468213,-122.211324,SINGLE_FAMILY,1,4.0,3,1,3494,6930,1998,Renton School District,1554000.0,1661000.0,444.76,2025-07-05,33,0,SOLD
654,66,22,22528 Timothy Throughway,Seattle,Greenwood,83282,47.619119,-122.335154,SINGLE_FAMILY,3,2.0,2,1,2450,7734,2012,Seattle Public Schools,1402000.0,1443000.0,572.24,2025-11-03,20,0,ACTIVE
655,10,16,6186 Gary River Suite 913,Bellevue,Bridle Trails,86618,47.59838,-122.209641,CONDO,4,1.5,0,3,856,8106,1961,Bellevue School District,461000.0,472000.0,538.55,2026-06-03,13,373,ACTIVE
656,49,25,765 Gonzalez Canyon Apt. 730,Bellevue,West Bellevue,75335,47.616847,-122.215187,SINGLE_FAMILY,1,1.5,2,2,2384,2937,2006,Bellevue School District,1938000.0,1889000.0,812.92,2025-11-05,49,0,SOLD
657,58,6,560 Atkins Corner Apt. 198,Redmond,Bear Creek,74086,47.66473,-122.11676,CONDO,3,4.0,3,1,707,8409,2000,Lake Washington School District,390000.0,419000.0,551.63,2026-04-03,36,558,PENDING
658,105,17,7885 Colleen Bypass,Redmond,Bear Creek,84135,47.659424,-122.114886,SINGLE_FAMILY,4,2.0,2,1,2387,2675,2020,Lake Washington School District,1959000.0,1912000.0,820.7,2025-10-22,18,0,SOLD
659,58,25,640 Brian Hills Apt. 462,Renton,Fairwood,37288,47.468956,-122.215733,SINGLE_FAMILY,1,4.0,3,3,1814,6782,2022,Renton School District,943000.0,955000.0,519.85,2025-10-30,54,0,PENDING
660,117,16,85174 Russell Burg Suite 521,Seattle,Capitol Hill,18513,47.604827,-122.320717,TOWNHOUSE,2,2.0,1,2,1760,3607,1980,Seattle Public Schools,857000.0,889000.0,486.93,2026-06-03,25,438,ACTIVE
661,59,13,1145 Beasley Falls,Renton,Highlands,76052,47.493104,-122.221512,SINGLE_FAMILY,5,2.5,3,2,3028,7508,1968,Renton School District,1215000.0,1233000.0,401.25,2025-09-14,62,0,SOLD
662,53,8,04488 Lisa Plaza,Bellevue,West Bellevue,76176,47.616478,-122.199448,SINGLE_FAMILY,5,3.5,2,2,3289,5990,1993,Bellevue School District,2393000.0,2426000.0,727.58,2026-05-11,57,0,SOLD
663,106,2,416 Larry Wells Suite 154,Bellevue,West Bellevue,97637,47.601615,-122.199949,SINGLE_FAMILY,2,2.5,3,1,3409,5128,1968,Bellevue School District,2326000.0,2395000.0,682.31,2025-07-17,8,0,PENDING
664,103,19,90170 Pacheco Lodge,Renton,Highlands,71537,47.47242,-122.222605,SINGLE_FAMILY,2,3.5,1,2,2505,4090,1984,Renton School District,1195000.0,1249000.0,477.05,2025-08-06,83,0,SOLD
665,3,30,831 Jackson Run,Mercer Island,North End,75082,47.565645,-122.234402,TOWNHOUSE,5,2.0,1,3,2052,2733,1954,Mercer Island School District,1509000.0,1594000.0,735.38,2026-03-11,32,407,ACTIVE
666,45,10,073 Gary View,Bothell,North Creek,89950,47.748145,-122.203543,SINGLE_FAMILY,5,1.5,1,2,3092,2470,2024,Northshore School District,1953000.0,1990000.0,631.63,2025-12-31,73,0,ACTIVE
667,64,4,84937 Brian Forest Suite 384,Issaquah,Talus,45624,47.543462,-122.020324,SINGLE_FAMILY,2,1.0,1,2,4100,5373,2020,Issaquah School District,2837000.0,2970000.0,691.95,2025-08-17,53,0,ACTIVE
668,6,16,443 Jasmine Glens Suite 016,Redmond,Bear Creek,77930,47.675903,-122.109932,TOWNHOUSE,5,2.0,0,1,1900,2605,1996,Lake Washington School District,1130000.0,1169000.0,594.74,2025-09-06,84,403,ACTIVE
669,22,12,292 Tammy Gateway Apt. 033,Renton,Fairwood,98133,47.497407,-122.217258,CONDO,3,3.0,3,1,763,4491,1975,Renton School District,263000.0,264000.0,344.69,2025-07-15,37,348,SOLD
670,79,9,623 Chung Ports,Redmond,Overlake,00870,47.688785,-122.126374,CONDO,3,4.0,3,3,674,2157,2012,Lake Washington School District,369000.0,365000.0,547.48,2026-02-21,47,532,SOLD
671,121,13,061 Clark Divide,Seattle,Queen Anne,19766,47.592279,-122.326943,CONDO,4,2.0,2,3,1289,8492,1951,Seattle Public Schools,525000.0,510000.0,407.29,2026-03-19,59,458,ACTIVE
672,116,30,5668 Ramos Flats,Renton,Fairwood,83738,47.470444,-122.212113,SINGLE_FAMILY,3,3.0,0,1,3218,8141,1983,Renton School District,1472000.0,1507000.0,457.43,2025-08-21,21,0,ACTIVE
673,23,28,3377 Kim Glen Apt. 672,Bothell,Canyon Park,08549,47.745389,-122.219997,SINGLE_FAMILY,4,4.0,0,1,2104,6273,1972,Northshore School District,975000.0,962000.0,463.4,2026-04-09,85,0,SOLD
674,36,7,784 Robert Heights,Sammamish,Inglewood,18942,47.629097,-122.045033,CONDO,4,1.0,0,2,1296,7984,1992,Lake Washington School District,640000.0,628000.0,493.83,2025-10-10,34,357,ACTIVE
675,127,20,0781 Bailey Row,Seattle,Greenwood,29902,47.596782,-122.338458,SINGLE_FAMILY,4,4.0,0,2,3112,3014,2017,Seattle Public Schools,1804000.0,1912000.0,579.69,2025-12-09,69,0,SOLD
676,32,23,6427 Samuel Dale Apt. 376,Seattle,Ballard,29189,47.596846,-122.321642,SINGLE_FAMILY,4,1.5,1,2,2609,6704,1983,Seattle Public Schools,1384000.0,1425000.0,530.47,2026-06-23,80,0,WITHDRAWN
677,62,17,45841 Atkins Path,Seattle,Ballard,41161,47.610845,-122.318056,SINGLE_FAMILY,3,4.0,1,1,4423,2004,1986,Seattle Public Schools,2365000.0,2359000.0,534.7,2026-03-27,13,0,ACTIVE
678,4,24,91344 Katherine Skyway,Redmond,Bear Creek,73371,47.661547,-122.118856,CONDO,5,2.0,0,3,711,3649,2005,Lake Washington School District,380000.0,401000.0,534.46,2026-05-06,45,480,SOLD
679,49,8,780 Susan Islands,Bellevue,West Bellevue,90893,47.596381,-122.205913,CONDO,3,2.5,2,2,1029,5298,2013,Bellevue School District,635000.0,650000.0,617.1,2026-04-05,64,481,PENDING
680,98,28,507 Jacob Street Suite 644,Seattle,Greenwood,77334,47.595682,-122.336129,TOWNHOUSE,3,4.0,1,1,1694,6357,2003,Seattle Public Schools,920000.0,981000.0,543.09,2025-09-09,28,361,SOLD
681,78,27,999 Davis Mountains Apt. 350,Seattle,Magnolia,44560,47.59953,-122.341402,SINGLE_FAMILY,3,2.5,3,2,2413,8476,1984,Seattle Public Schools,1306000.0,1270000.0,541.23,2025-11-05,25,0,ACTIVE
682,75,5,573 Bernard Brook,Redmond,Education Hill,90905,47.674463,-122.121673,TOWNHOUSE,2,2.5,0,2,1661,6673,1963,Lake Washington School District,837000.0,842000.0,503.91,2025-07-26,25,423,PENDING
683,96,26,60376 Curtis Plaza,Kirkland,Rose Hill,58340,47.687823,-122.209913,TOWNHOUSE,5,1.0,0,2,1739,4531,1965,Lake Washington School District,970000.0,997000.0,557.79,2026-03-17,58,376,ACTIVE
684,72,18,335 Benjamin Branch,Seattle,Fremont,77505,47.608517,-122.337168,SINGLE_FAMILY,2,1.5,2,3,2756,6188,1990,Seattle Public Schools,1537000.0,1643000.0,557.69,2025-11-24,34,0,PENDING
685,131,29,973 Matthew Freeway Apt. 149,Renton,Highlands,70872,47.479424,-122.227649,TOWNHOUSE,3,3.0,3,2,2132,6436,1981,Renton School District,842000.0,860000.0,394.93,2026-03-27,39,284,ACTIVE
686,122,8,74820 Montoya Forge,Bellevue,West Bellevue,54477,47.614092,-122.206684,TOWNHOUSE,4,2.5,1,2,2110,4121,1985,Bellevue School District,1388000.0,1402000.0,657.82,2026-05-18,67,410,SOLD
687,16,24,89394 Ronald Keys,Kirkland,Juanita,47280,47.677605,-122.205876,SINGLE_FAMILY,2,2.5,3,3,4445,8205,1974,Lake Washington School District,2954000.0,3060000.0,664.57,2026-03-30,6,0,ACTIVE
688,95,15,19043 Lynn Fort,Seattle,Capitol Hill,97163,47.604601,-122.335639,SINGLE_FAMILY,2,2.5,2,1,3012,3740,1953,Seattle Public Schools,1459000.0,1519000.0,484.4,2025-07-15,63,0,ACTIVE
689,32,2,33247 Dorothy Fork,Seattle,Fremont,81588,47.607777,-122.336035,TOWNHOUSE,3,3.5,3,3,1764,1708,1986,Seattle Public Schools,815000.0,802000.0,462.02,2025-08-16,85,472,WITHDRAWN
690,11,29,354 Moore Circles,Kirkland,Rose Hill,21350,47.663576,-122.199482,SINGLE_FAMILY,2,1.0,0,1,3137,2741,1954,Lake Washington School District,2022000.0,2033000.0,644.56,2025-12-18,18,0,SOLD
691,106,11,50826 Christopher Estate,Redmond,Education Hill,28260,47.673674,-122.120147,CONDO,3,3.5,3,3,890,2769,1961,Lake Washington School District,433000.0,466000.0,486.52,2025-07-25,75,671,ACTIVE
692,15,21,63248 Mercado Estate Apt. 762,Seattle,Greenwood,80579,47.607931,-122.345526,SINGLE_FAMILY,4,1.5,3,1,2451,1845,1964,Seattle Public Schools,1279000.0,1363000.0,521.83,2026-04-29,33,0,ACTIVE
693,102,1,5493 James Hill Suite 871,Renton,Fairwood,76706,47.490866,-122.217333,CONDO,4,3.5,3,3,790,2056,2014,Renton School District,300000.0,304000.0,379.75,2025-08-09,10,352,SOLD
694,95,17,38187 Blankenship Prairie,Kirkland,Juanita,93883,47.673815,-122.216432,SINGLE_FAMILY,1,3.5,2,2,4186,6056,2012,Lake Washington School District,2975000.0,3115000.0,710.7,2026-03-24,52,0,PENDING
695,31,21,82832 Rebecca Pass,Redmond,Overlake,80048,47.672449,-122.123134,SINGLE_FAMILY,5,3.5,3,1,2625,3014,1982,Lake Washington School District,1693000.0,1703000.0,644.95,2026-01-12,19,0,ACTIVE
696,55,29,88158 Jordan Isle,Seattle,Magnolia,72447,47.615736,-122.336272,CONDO,2,3.5,1,3,860,8792,1975,Seattle Public Schools,351000.0,369000.0,408.14,2025-08-17,37,361,ACTIVE
697,100,24,67323 April Road,Redmond,Overlake,58480,47.672637,-122.124777,SINGLE_FAMILY,4,2.5,3,3,2686,6388,1973,Lake Washington School District,1687000.0,1675000.0,628.07,2025-07-25,41,0,SOLD
698,13,28,572 Haney Junction,Bothell,Canyon Park,04427,47.773504,-122.192495,TOWNHOUSE,3,2.5,1,1,1554,1938,1959,Northshore School District,641000.0,684000.0,412.48,2025-07-11,52,360,SOLD
699,9,29,00152 Christopher Field,Kirkland,Juanita,63517,47.670962,-122.213118,CONDO,5,4.0,1,1,1031,6715,1959,Lake Washington School District,501000.0,522000.0,485.94,2026-06-10,8,700,ACTIVE
700,149,23,8509 Jennifer Knoll,Mercer Island,Luther Burbank,41506,47.563894,-122.236423,SINGLE_FAMILY,3,1.0,1,1,1858,2033,1964,Mercer Island School District,1480000.0,1474000.0,796.56,2025-11-13,55,0,SOLD
701,148,29,444 Christopher Via,Renton,Highlands,19892,47.487598,-122.203317,SINGLE_FAMILY,4,3.5,2,3,3837,5425,2005,Renton School District,1960000.0,1990000.0,510.82,2026-02-02,30,0,WITHDRAWN
702,12,28,7812 Madison Heights Apt. 567,Bothell,Downtown,05794,47.770162,-122.20734,SINGLE_FAMILY,5,2.5,1,3,2913,8450,1974,Northshore School District,1331000.0,1357000.0,456.92,2025-12-30,11,0,ACTIVE
703,96,24,09004 Nicholas Roads Suite 158,Seattle,Magnolia,36556,47.607423,-122.337479,SINGLE_FAMILY,3,2.5,1,3,3304,4791,2008,Seattle Public Schools,2039000.0,2100000.0,617.13,2026-01-07,52,0,ACTIVE
704,139,14,9136 Lauren Pass Apt. 550,Redmond,Overlake,48500,47.687742,-122.133907,SINGLE_FAMILY,3,1.5,2,2,2997,6787,1968,Lake Washington School District,1873000.0,1972000.0,624.96,2025-10-19,64,0,PENDING
705,38,20,608 Colleen Center,Redmond,Overlake,53812,47.675106,-122.11154,SINGLE_FAMILY,2,4.0,1,1,2472,8255,1955,Lake Washington School District,1475000.0,1580000.0,596.68,2025-09-12,55,0,WITHDRAWN
706,66,30,987 Buchanan Brook Apt. 210,Seattle,Magnolia,35603,47.611139,-122.342159,SINGLE_FAMILY,2,3.5,2,2,2258,2457,2014,Seattle Public Schools,1356000.0,1393000.0,600.53,2026-04-16,46,0,PENDING
707,90,24,4818 Jose Street,Renton,Downtown,34404,47.488534,-122.202461,TOWNHOUSE,2,3.5,3,1,1861,8334,2000,Renton School District,802000.0,850000.0,430.95,2026-06-14,29,616,ACTIVE
708,79,8,773 Nicholas Track,Seattle,Queen Anne,25101,47.600286,-122.340823,TOWNHOUSE,3,4.0,1,1,1816,1632,1963,Seattle Public Schools,802000.0,859000.0,441.63,2026-01-07,8,401,SOLD
709,92,22,4321 Heather River,Seattle,Queen Anne,89355,47.591517,-122.329173,SINGLE_FAMILY,3,2.0,1,2,2092,5010,1958,Seattle Public Schools,1037000.0,1114000.0,495.7,2025-10-14,84,0,ACTIVE
710,82,12,946 Moore Gardens,Kirkland,Juanita,55524,47.669573,-122.206792,SINGLE_FAMILY,4,4.0,0,2,4318,7140,2025,Lake Washington School District,3388000.0,3469000.0,784.62,2026-03-31,80,0,ACTIVE
711,23,16,8631 Yu Glen,Kirkland,Totem Lake,11270,47.678212,-122.218511,SINGLE_FAMILY,4,3.5,0,2,3808,4611,1953,Lake Washington School District,2390000.0,2571000.0,627.63,2025-12-14,48,0,SOLD
712,56,20,4625 Todd Way,Seattle,Queen Anne,06047,47.594049,-122.326585,CONDO,3,3.5,0,3,685,5140,1991,Seattle Public Schools,289000.0,305000.0,421.9,2025-09-04,13,507,SOLD
713,65,19,558 Kelly Way,Seattle,Ballard,96084,47.612146,-122.332367,SINGLE_FAMILY,5,2.0,1,1,4114,3878,1999,Seattle Public Schools,2332000.0,2399000.0,566.84,2025-07-07,81,0,SOLD
714,46,25,6464 Palmer Via,Bellevue,Bridle Trails,70015,47.596416,-122.21102,SINGLE_FAMILY,3,3.5,3,1,2434,7347,1959,Bellevue School District,1615000.0,1653000.0,663.52,2025-12-29,61,0,ACTIVE
715,145,1,15388 Maria Harbor,Bothell,North Creek,43958,47.759984,-122.19657,CONDO,3,3.5,2,3,768,5952,1962,Northshore School District,273000.0,269000.0,355.47,2026-03-20,18,464,WITHDRAWN
716,92,16,9050 Mcdaniel Centers,Redmond,Overlake,38692,47.674113,-122.129203,SINGLE_FAMILY,5,1.5,0,1,4082,2827,2004,Lake Washington School District,2784000.0,2727000.0,682.02,2025-09-23,16,0,SOLD
717,48,19,53849 Stephenson Crossing,Kirkland,Totem Lake,52237,47.665375,-122.219807,TOWNHOUSE,2,2.0,1,3,1756,7246,2019,Lake Washington School District,1127000.0,1126000.0,641.8,2026-03-21,55,255,ACTIVE
718,78,29,11978 Griffith Turnpike,Bellevue,West Bellevue,16724,47.604686,-122.20919,SINGLE_FAMILY,3,1.5,1,3,1849,5389,1964,Bellevue School District,1268000.0,1267000.0,685.78,2026-01-13,66,0,PENDING
719,38,22,91373 Richard Islands,Redmond,Education Hill,30086,47.684635,-122.132138,SINGLE_FAMILY,4,2.5,0,3,3388,2849,2020,Lake Washington School District,2693000.0,2773000.0,794.86,2025-07-13,36,0,SOLD
720,111,2,11987 Esparza Court Suite 868,Kirkland,Totem Lake,94910,47.685319,-122.22017,SINGLE_FAMILY,4,2.0,3,2,4362,6467,1996,Lake Washington School District,3131000.0,3322000.0,717.79,2026-05-09,33,0,ACTIVE
721,41,8,23009 Matthew Mall,Renton,Fairwood,15182,47.483538,-122.217186,SINGLE_FAMILY,2,3.0,0,2,4318,2043,2015,Renton School District,2218000.0,2309000.0,513.66,2026-01-15,76,0,SOLD
722,88,10,65774 Morrow Ranch,Seattle,Magnolia,16190,47.609359,-122.31952,CONDO,4,2.5,3,2,799,7704,1955,Seattle Public Schools,314000.0,318000.0,392.99,2026-06-13,80,605,PENDING
723,88,18,93659 Anderson Centers Apt. 491,Redmond,Bear Creek,16645,47.677391,-122.134612,TOWNHOUSE,3,2.0,2,3,1913,5706,2023,Lake Washington School District,1257000.0,1266000.0,657.08,2026-05-11,34,410,SOLD
724,86,17,84336 Cooper Burg Apt. 632,Issaquah,Talus,95260,47.527446,-122.039683,SINGLE_FAMILY,3,3.5,1,3,2780,8795,2022,Issaquah School District,1840000.0,1982000.0,661.87,2025-08-25,22,0,ACTIVE
725,119,19,982 John Harbor,Bothell,Downtown,44435,47.750302,-122.198662,TOWNHOUSE,4,3.5,1,1,1494,6399,1996,Northshore School District,674000.0,695000.0,451.14,2025-10-29,86,675,ACTIVE
